text,label
서비스 만족도 조사를 위해 성명이랑 주소 전화번호 제공에 동의해 주시겠습니까,0
전화번호 어떻게 되세요,0
제 전화번호는 #@전번#,0
네 고객님 서비스 만족도 조사를 위해 성명 주소 전화번호 제공에 동의해 주시겠습니까,0
여기 그러면 전화번호 좀 안내해 드릴까요,0
네 전화번호 알려주세요,0
전화번호와 성함이 어떻게 되십니까,0
네 서비스 만족도 조사를 위해 성명 주소 전화번호 제공에 동의해 주시겠습니까,0
고객님 전화번호가 어떻게 되세요,0
제 번호가 #@전번#이요,0
예 통화가 가능하신 다른 전화번호도 있으세요,0
아뇨 다른 번호는 없어요,0
연락받으실 전화번호 불러주시겠습니까,0
네 번호가 #@전번#이요,0
고객님 그럼 제가 전화번호로 확인해 드릴게요,0
내역 확인해 드리려면 전화번호하고 성함을 알아야 되거든요,0
제 전화번호는 #@전번#,0
기사 전화번호를 알면 내가 물어볼 텐데 번호를 몰라,0
고객님 지금 이 번호로는 기사 나갔던 경험 확인 안 되시는데요,0
이 기사 전화번호를 알면 내가 물어볼 텐데 번호를 몰라,0
기사 전화번호 말고 고객님 전화번호로 확인이 가능하세요,0
그러면 우리 딸내미 전화 번호일 텐데요,0
전화번호가 있어야 확인해 드릴 수 있어요,0
전화번호가 딸내미가 #@전번#,0
예 알겠습니다 그럼 기사님께 이 번호로 전화드리라고 전달할게요,0
고객님 전에 연락 주셨던 전화번호 한 번 불러주시겠습니까,0
네 제 번호가 #@전번#요,0
그러세요 고객님 혹시 다른 번호로 접수하신 건 아니시고요,0
연락 가능한 전화번호가 어떻게 되시죠,0
여기 번호는 #@전번#입니다,0
전화번호가 어떻게 되십니까,0
제 전화번호는 #@전번#요,0
성명 주소 전화번호 제공에 동의해 주시겠습니까,0
예 이름 주소 전화번호 쓰세요,0
네 고객님 조사를 위해서 성명 주소 전화번호를요,0
정확한 상담 위해서 고객님 전화번호 불러주십시오,0
제 전화번호가 #@전번#입니다,0
고객님 번호가 #@전번# 맞으십니까,0
네 그 번호가 맞아요,0
에러가 #@번호#라고 나오신다구요,0
세탁기 번호 말씀이시죠,0
#@번호#라고 쓰여 있어요,0
확인 들어갈 텐데 전화번호가 몇 번이세요,0
전화번호는 #@전번#이고요 #@이름#입니다,0
그럼 센터 번호 좀 알 수 있을까요,0
네 센터 번호 안내해 드리겠습니다 #@전번#입니다,0
그때 접수하신 번호가 어떻게 되시나요,0
그때 접수번호가 #@번호#요,0
고객님 성함과 전화번호가 어떻게 되십니까,0
제 전화번호는 #@전번#이고요,0
고객님 성함과 전화번호가 어떻게 되십니까,0
전화번호는 #@전번#이고요,0
통화 가능한 번호가 몇 번이십니까,0
제 번호는 #@전번#이에요,0
오시는 기사분 성함이랑 전화번호를 알아야 되거든요,0
아 네 확인 감사합니다 통화 가능한 전화번호는 어떻게 되십니까,0
예 전화번호가 어떻게 되죠,0
고객님 휴대폰 번호 혹시 있으시면 불러주시겠어요,0
휴대폰 번호 #@전번#이요,0
그러면 관리소에 전화 해주시면 위탁 되어있는 유선 방송 전화번호 알려 드릴거에요,0
네 연락받을 수 있는 고객님 번호 어떻게 되세요,0
방문시 연락가능한 전화번호랑 성함 좀 여쭙겠습니다,0
성함이랑 연락받으실 수 있는 전화번호가 어떻게 되실까여,0
#@이름# 이 번호 #@전번#여,0
네 전달 전 서비스 만족조사를 진행할수있도록 성함과 주소 전화번호 제공에 동의해 주시겠습니까,0
정확한 상담 위해서 고객님 전화 연락 받으실 전화번호 좀 불러주십쇼,0
저희 서비스 만족도 조사 위해서 성명 주소 전화번호 제공에 동의해 주시겠습니까,0
문자랑 거기 전화번호 다이렉트로는 안주시나요,0
아뇨 다이렉트 전화번호도 안내해 드릴게여 고객님,0
아 감사합니다 문자 좀 부탁드리고 전화번호도 부탁드려요,0
전화번호랑 성함이 어떻게 되세요,0
전화요 번호가 #@전번#이요 이름은 #@이름#이요,0
네 제품의 모델 번호 확인이 가능하십니까,0
제품 모델 번호는 정확하게 확인이 어렵습니다,0
네 그럼 연락 가능하신 전화번호와 성함은 어떻게 되십니까,0
번호가 #@전번#이고 #@이름#이요,0
네 그러십니까 접수하실 때 남겨주셨던 전화번호가 몇 번이십니까,0
네 전화번호 #@전번# 번입니다,0
그럼 혹시 연락 가능한 번호와 성함이 어떻게 되십니까,0
네 #@이름#고 번호는 #@전번#이에요,0
고객님 아까 불러주신 번호로 이거를 처리하고 다시 전화를 드려도 괜찮으시겠습니까,0
네 기록해 드렸구요 연락 받으실 전화번호가 어떻게 되십니까,0
네 전화번호가 #@전번#이요,0
연락 받으실 수 있는 전화번호와 성함 말씀해 주세요,0
원활한 상담을 위해서 말씀해주신 고객님의 성함과 전화번호 제공에 동의해주시겠습니까,0
고객님 연락 가능하신 번호와 성함 부탁드립니다,0
편하게 받으실 수 있는 전화번호 몇번이십니까,0
네 휴대번호루 할게요 #@번호#,0
네 #@번호# 성함이 어떻게 되십니까,0
편하신 번호 남겨주시면 그 쪽으로 연락을 좀 드려도 될까요 고객님,0
번호 전체를 다 확인할 수 없어 연락드렸습니다,0
이 전화 번호로 해주면 되는데 지금,0
고객님 전화번호는 어떻게 되십니까,0
제 그 부분에 있어서 고객님 성명과 전화번호 제공하는데 동의해 주시겠습니까,0
연락 가능하신 전화번호와 성함 어떻게 되십니까,0
네 저희 서비스 만족도 조사 위해 성명 주소 전화번호 제공에 동의해 주시겠습니까,0
그럼요 제품번호 일단 미리 불러드릴게요,0
네네 직통번호로 그럼 먼저 안내 해 드려볼게요,0
고객님 성함과 전화번호 좀 말씀해주시겠습니까,0
그러시면 우선 고객님 성함과 전화번호 먼저 말씀해주시겠습니까,0
전화번호 #@전번#에 이름은 #@이름#입니다,0
가까운 센터 전화번호 좀 안내해드릴까요,0
네 그럼 천안 서비스센터 전화번호 안내해드리겠습니다,0
예 번호가 #@전번# 입니다,0
저희가 접수 전에 서비스 만족도 조사를 위해서 성명 주소 전화번호 제공에 동의를 해주시겠습니까,0
여기에 대한 성명 주소 전화번호 제공에 동의해주시겠습니까,0
그러세요 그럼 수리하신 센터로 통화하실 수 있는 번호 알려드릴까요,0
서비스만족도 조사를 위해 성함 주소 전화번호 정보제공에 동의하셨구요,0
성명 주소 전화번호 정보제공에 동의해 주셨구요,0
성명 주소 전화번호 제공에 동의해 주시겠습니까,0
그러면 전화주실 때 그 앞번호는 같은데요,0
핸드폰 번호가 어떻게 되세요,0
전화번호는 #@전번# 입니다,0
핸드폰 번호 혹시 부재중이실 때,0
연락 가능하신 다른 번호 있으세요,0
성명 주소 전화번호 제공에 동의해 주시겠습니까,0
연락 주신 고객님 전화번호가 어떻게 되실까요,0
전화번호는 #@전번# 입니다,0
네 확인 감사합니다 연락 가능하신 자택번호나요,0
추가적인 전화번호도 있습니까,0
추가 전화번호는 #@전번# 입니다,0
성함과 주소 전화번호 제공에 동의해 주시겠습니까,0
기사님 핸드폰 번호 한번 문자로 좀 넣어주시면 안돼요,0
기사님 개인 번호는 죄송하지만 알려드릴 수가 없습니다,0
예 그러면 집 전화번호로 좀 전화해 달라고 해주시겠어요 집전화요,0
집전화요 네 전화번호 연락드릴 거구요,0
네 그럼 전화번호가 어떻게 되세요,0
전화번호는 #@전번# 입니다,0
네 감사합니다 부재시 통화 가능하신 다른 번호 없으시구요,0
다른 번호는 #@전번# 입니다,0
안녕하세요 고객님 연락 가능한 전화번호 어떻게 되십니까,0
전화번호는 #@전번# 입니다,0
네 고객님 저 전화번호와 성함 및 주소 확인하였습니다,0
혹시 연락받기 편하신 번호는 몇 번이세요,0
여기 전화번호는 #@전번# 입니다,0
전화번호가 그러면 어떻게 되십니까,0
예 여기 전화번호가 #@전번#입니다,0
다른 번호 없이 휴대폰만 해드리면 되구요,0
예 만족도 조사를 위해 성명 주소 전화번호 제공에 동의해 주시겠습니까,0
네 방문드릴 때 드릴 전화번호가 어떻게 되세요,0
전화번호는 #@전번# 입니다,0
연락 가능하신 고객님 전화번호가 어떻게 되십니까,0
전화번호는 #@전번#입니다,0
네 고객님 성함과 전화번호 어떻게 되십니까,0
연락 가능하신 전화번호 불러주시겠어요,0
여기 전화번호는 #@전번# 입니다,0
네 통화 가능한 전화번호 어떻게 되세요,0
혹시 전화번호 어떻게 되실까요,0
전화번호는 #@전번# 이렇게 됩니다,0
성명 주소 전화번호 제공하는데 동의하시겠습니까,0
성명 주소 전화번호 제공에 동의해주시겠습니까,0
고객님 전화번호가 어떻게 되세요,0
전화번호가 #@전번#이요 연락 이리로 주면 돼요,0
예 혹시 부재중에 연락 가능한 다른 번호 더 있으신가요,0
연락 가능하신 전화번호랑 성함 확인 부탁드리겠습니다,0
성명 주소 전화번호 제공에 동의해 주시겠습니까,0
저희 고객님 전화번호가 몇 번이실까요,0
네 #@전번#이에요 전화번호가,0
어 혹시 연락 가능한 전화번호가 어떻게 되십니까,0
전화번호는 #@전번# 입니다,0
아 그러세요 전화 번호 어떻게 되십니까,0
네 전화번호는 #@전번# 입니다,0
고객님 아 고객님 지금 전화 번호 #@전번#이시죠,0
네 전화번호 그거 맞아요,0
저희가 방문드릴 때 연락 가능한 전화 번호가 몇 번이세요,0
번호가 #@전번#에 #@전번#이요,0
#@주소# 단독 주택이시구요 네 혹시 휴대폰 번호 있을까요,0
네 번호는 #@전번# 입니다,0
제가 모란점 전화번호 좀 안내해 드릴게요,0
모란점 전화번호는 #@전번#입니다,0
성명 주소 전화번호 제공에 동의해주시겠습니까,0
고객님 성함하고 전화번호가 어떻게 되실까요,0
제 전화번호는 #@전번#이고 이름은 #@이름#입니다,0
고객님 전화번호 한 번 불러주시겠어요,0
제 전화번호는 #@전번# 이에요,0
그러면 관련 번호 안내해 드리고 연결을 좀 해봐드릴게요,0
연락 드리고 있어서 전화번호 말씀 부탁드릴게요,0
서비스 만족도 조사 위해 성명 주소 전화번호 제공에 동의 부탁드립니다,0
서비스 만족 조사 위해 성명 주소 전화번호 제공에 동의해 주시겠습니까,0
지금 연락 주신 분 성함하고 번호가 어떻게 되십니까,0
#@이름# 고객님이시구요 번호가 몇 번이신가요,0
그러세요 연락받을 전화번호가 어떻게 되십니까 고객님,0
혹시 전화번호가 몇 번이십니까,0
그러세요 실례지만 서비스 전화번호가 어떻게 되십니까,0
전에 서비스 의뢰하셨을 때 저희 쪽에 알려 주셨던 전화번호요,0
그러시군요 번호는 제가 확인해 보겠습니다,0
전화주신 고객님 전화번호 한번 말씀해 주시겠어요,0
네 확인 감사드리고요 연락 가능하신 번호가 어떻게 되세요,0
셋톱박스에 쓰인 번호로 전화하셔서 신호 점검 받아 보셔야 합니다,0
연락 가능하신 전화번호와 성함 확인 부탁드리겠습니다,0
번호는 #@전번#이구요 #@이름#입니다,0
고객님 다름이 아니라 저희가 예약할 때 번호가 하나 필요해서요,0
다른 번호를 좀 알 수 있을까요,0
번호는요 #@전번#요 이쪽으로 전화 주세요,0
남겨 주셨던 전화번호 한번 말씀 부탁드리겠습니다,0
컴플레인을 걸려고 이쪽 부서 전화번호를 제가 알아봤거든요,0
이름 #@이름# 전화번호 #@전번#입니다,0
비밀번호 눌러서 확인했어요,0
누르고 방금 설정하신 비밀번호 여덟 자리 입력하면 연결됩니다,0
바로 예약을 해드릴텐데 성함과 전화번호 주소가 어떻게 되실까요,0
번호는 #@전번#이구요 이름은 #@이름#이에요,0
고객님 전화번호는 어떻게 되세요,0
예 전화번호가 #@전번#이요,0
예 알려주신 성함 주소 전화번호를요,0
인증번호를 휴대폰에서 받아서 컴퓨터에 입력을 해야 되는데요,0
예비로 핀 번호가 입력돼 있을 경우에는요,0
핀 번호 입력하셔서 해지하시면 됩니다,0
아니면 등록했던 계정 아이디 비밀번호로도 가능합니다,0
비밀번호가 지금 틀리다고 계속 나와가지고요,0
성함과 주소 전화번호 제공에 동의해 주시겠습니까,0
성명 주소 전화번호 제공하는 데 동의를 해주시겠습니까,0
예 전화번호가 어떻게 되십니까,0
제 전화번호가 #@전번#이고요,0
고객님 그럼 전화번호를 좀 먼저 불러주십시오,0
예 #@전번#이고요 전화번호가,0
성함과 주소 전화번호 제공에 동의해 주시겠습니까,0
예 혹시 고객님 연락받으실 수 있는 전화번호가 몇 번이세요,0
내 전화번호요 #@전번#,0
저희 담당자가 알아보고 연락 전화 주신 번호로 드릴게요,0
성명 주소 전화번호 제공에 동의해 주시겠습니까,0
네 고객님 혹시 통화 가능한 번호 안내 가능하세요 고객님,0
제 전화번호가 #@전번#이요,0
예 잠시만요 그 제품번호 불러드리면 되죠,0
네 제품 번호가 #@상품#이요,0
네 실례지만 고객님 전화번호랑 성함이 어떻게 되시나요,0
성명 주소 전화번호 제공하는데 동의해 주시겠습니까,0
그리고 연락 안 될 수 있으니깐 전화번호 하나 더 적어 놓으세요,0
예 #@이름# 고객님 알겠습니다 등록하실 전화번호 불러주십시오,0
예 고객님 전화번호가 어떻게 되십니까,0
아 #@전번#니다 전화번호가,0
일단 이 전화번호로 일단은 한 번 보면 알 텐데 #@주소# 고객이요,0
네 핸드폰 번호 부탁드릴게요,0
그래서 번호를 알고 있어야 돼요,0
확인 감사합니다 핸드폰 번호는 어떻게 되세요,0
혹시 고객님 휴대폰 번호 연락 안 되면 다른 번호가 혹시 또 있으신가요,0
예 제가 전화번호를 바꿨는데요,0
전화번호 변경을 했나 안했나 헷갈려가지고요,0
네 확인해 드릴께여 휴대폰 번호가 몇 번이십니까,0
이거 번호 #@전번#이요,0
저희쪽에 지금 불러주신 전화번호와 주소 성함이 다 일치하십니다,0
저희 쪽으로 일 월 이십 일 날 전화 주셔서 전화번호 수정 하셨구여,0
네 지금 토요일로 도와드릴게요 성함과 전화번호 말씀해 주시겠어요,0
#@이름# 전화번호는 #@전번#이요,0
전화번호 어떻게 되십니까,0
이거 번호 #@전번#이여,0
전화번호가 어떻게 되십니까 통화 가능한 번호요,0
지금 통화 가능한 번호 그럼 #@전번#이요,0
예 잠깐만여 가까운 센터 전화번호 좀 확인해 보겠습니다,0
동대구 센터 전화번호 안내해 드리겠습니다 메모 가능하십니까,0
담당 부서 번호를 안내해 드릴까 합니다 메모 가능하십니까,0
네 담당부서 번호 #@전번# 입니다,0
혹시 고객님 연락 가능하신 전화번호가 어떻게 되세요,0
혹시 저희 서비스 만족도 조사를 위해서 말씀하신 성명 주소 전화번호 제공에 동의해 주시겠어요,0
예 고객님 그러면 저희 담당 직원에게 물어보고 다시 이 번호로 연락드리겠습니다,0
예 접수 받으실 성함과 연락 가능하신 전화번호가 어떻게 되십니까,0
예 #@이름# 번호 #@전번#이요,0
서비스 만족도 조사를 위해 성명 주소 전화번호 제공에 동의해 주시겠습니까,0
네 성함과 연락 드릴 전화번호가 어떻게 되십니까,0
예 #@이름# 전화번호 #@전번#요,0
서비스 만족도 조사를 위해서 성명 전화번호 제공에 동의해 주시겠습니까,0
고객님 성함과 전화번호 어떻게 되세요,0
네 #@이름# 전화번호 #@전번#이요,0
저희 서비스 만족도 조사를 위해 성명 주소 전화번호 제공에 동의해 주시겠습니까,0
그렇게 가셔야 헛걸음을 안 하세요 전화번호 좀 알려드리겠습니다,0
네 그럼 세류동 센터 전화번호 문자로 넣어드렸어요,0
네 고객님 연락 가능한 휴대폰 번호와 성함이 어떻게 되십니까,0
네 지금 예약하신 휴대폰 번호로 문자를 해 드릴 거고요,0
알겠습니다 고객님 핸드폰 번호가 #@전번#시고,0
이 번호 말고 부재시 다른 번호 없으시구여,0
이 번호로 하면 받을 거에요,0
성명 주소 전화번호 제공에 동의해 주시겠습니까,0
전화번호가 어떻게 되십니까,0
회사 번호가 잠시만요 #@전번#,0
고객님 혹시 센터 번호 필요로 하실까요,0
네 전화번호 안내해 주세요,0
센터 번호가 #@전번#입니다,0
위험해서요 제가 기사님 번호 알려드릴게요 #@전번#로 물어보세요,0
오리역 직통번호 안내해 드리겠습니다 혹시 메모 가능하십니까,0
지난 번에 콜센터에서 해주셨는데 일단 번호 알려주세요,0
네 전화번호 #@전번# 번입니다,0
휴대폰 번호와 성함 한 번 말씀을 해주시겠습니까,0
네 가능합니다 전화번호와 성함 확인 좀 부탁 드릴게요,0
제 번호가 #@전번#이구요 이름은 #@이름#입니다,0
네 바로 접수 도와드리겠습니다 연락받으실 전화번호 불러주시겠습니까,0
이 번호로 연락 주시면 되는데 #@전번#에요,0
예 고객님 연락 가능한 휴대번호가 몇 번이십니까,0
그럼 고객님 전화번호가 어떻게 되시죠,0
제 번호는 #@전번# 입니다,0
그러세요 그러면 연락 드릴 수 있는 휴대폰 번호랑 성함이 어떻게 되세요,0
번호는 #@전번#이고 이름은 #@이름#요,0
확인해 보겠습니다 우선 연락 가능하신 전화번호랑 성함이 어떻게 되세요,0
번호는 #@전번#구요 이름은 #@이름#이요,0
혹시 전에 남기신 고객님 전화번호랑 성함 따로 있으십니까,0
전화번호는 #@전번#이고요 이름은 #@이름#요,0
고객님 전화번호 성함 주소 제공에 동의를 해주시겠습니까,0
고객님 전화번호랑 성함이 어떻게 되실까요,0
전화번호가 #@전번#이꼬요 #@이름#입니다,0
고객님 등록되어 있는 전화번호와 성함이 어떻게 되십니까,0
전화번호가 #@전번#이고 #@이름#이요,0
접수하실 때 전화번호 몇 번으로 남겨 놓으셨을까요,0
번호가 #@전번# 번이고 #@이름#이요,0
혹시 전화번호와 성함이 어떻게 되십니까,0
예 번호는 #@전번#이고요 이름 #@이름#입니다,0
연락 주신 고객님 전화번호가 어떻게 되십니까,0
예 전화번호가 #@전번#번이요,0
성함과 주소 전화번호 제공에 동의해 주시겠습니까,0
전화번호와 성함이 어떻게 되십니까,0
전화번호는 #@전번# 그 이름은 #@이름#이에요,0
구미 센터 직통 전화번호를 좀 안내해 드려도 될까요 고객님,0
고객님 전화번호 안내해 드리겠습니다 메모 가능하십니까,0
그러면 기존에 접수해 놓으신 전화번호 성함 주소 말씀해 주시겠어요,0
예 제 전화번호요 #@전번# #@이름#요 주소가 대구 #@주소#요,0
제가 한 번 확인해 보겠습니다 전화번호 성함 주소 확인 부탁 드립니다,0
예 알겠습니다 성함 전화번호 확인 부탁 드립니다,0
성함 주소 전화번호 제공에 동의를 해주시겠습니까,0
거기도 가능한가요 거기 전화번호를 좀 하나 제가 받을 수 있을까요,0
이 안에 있는 뭐 사진이나 전화번호 같은 내용 빼낼 수가 있나요,0
네 우선 번호 안내를 해드리겠습니다 #@전번#번이십니다,0
아 그러면 저희 점검을 해드려야 되는 거구요 전화번호 불러주시겠어요,0
네 전화 번호가요 #@전번#이요,0
이 번호로 접수된 거는 일 월 십오 일 건 말고 없는데요,0
그러셨어요 그럼 사모님 번호도 불러주세요 둘 다 전달해 놓을게요,0
예 와이프 전화 번호가 #@번호#이요,0
네 제 전화번호요 #@전번#이요,0
좀 빠르게 확인하도록 하겠습니다 전화번호와 성함이 어떻게 되십니까,0
예 번호가 #@전번# 이름은 #@이름#요,0
성함 주소 전화번호 정보 제공에 동의해 주시겠습니까,0
그러십니까 고객님 연락 번호가 몇 번 이십니까,0
네 여기 번호는 #@번호#번이요,0
이건 택배로 안 해드리세요 고객님 전화번호 어떻게 되세요,0
예 우리 집 전화번호 #@전번#이에요,0
혹시 모델 번호가 어떻게 되십니까,0
모델 번호가 #@상품# 입니다,0
네 여기 전화번호가 #@전번# #@이름#입니다,0
네 고객님 이력 확인했습니다 연락 가능한 전화번호가 어떻게 되십니까,0
네 전화번호는 #@번호#요 이름은 #@이름#입니다,0
고객님 전화번호가 몇 번이세요,0
네 어머님 댁 전화번호가 #@전번#요,0
성명 주소 전화번호 제공에 동의해 주시겠습니까,0
부산역 센터요 전화번호 좀 알려줄래요,0
지역번호 #@전번#이고요 고객님 오늘 오실 거예요,0
부산역 센터요 음 전화번호 좀 알려줄래요,0
고객님 성함과 전화번호 말씀해 주시겠어요,0
제 전화번호는 #@전번# 이에요,0
성명 주소 전화번호 제공에 동의해 주시겠습니까,0
연락 가능한 전화번호가 어떻게 되십니까,0
제 전화번호는 #@전번# 이에요,0
네 #@소속#의 전화번호를 알려드릴까요,0
네 #@소속#의 전화번호는 #@전번#입니다,0
성함 주소 전화번호 제공에 동의해 주시겠습니까,0
고객님 전화번호가 어떻게 되십니까,0
제 전화번호는 #@전번# 이에요,0
성함 주소 전화번호 정보 제공에 동의해 주시겠습니까,0
전화번호와 성함을 알려주시면 확인해 볼게요,0
제 전화번호는 #@전번# 이에요,0
고객님 전화번호와 성함이 어떻게 되십니까,0
제 전화번호는 #@전번# 이에요,0
고객님 성함과 전화번호가 어떻게 되십니까,0
제 전화번호는 #@전번# 이에요,0
성함이랑 전화번호 제공에 동의해 주시겠습니까,0
제가 전화번호는 전달을 받았는데요,0
고객님 성함과 전화번호 말씀해 주시겠습니까,0
제 전화번호는 #@전번# 이에요,0
계속 화면에 보조 비밀번호를 입력하라고 나오거든요,0
그럼 전화번호 먼저 알려주시겠습니까,0
제 전화번호는 #@전번# 이에요,0
네 고객님 접수할 때 남기신 전화번호가 어떻게 되십니까,0
제 전화번호는 #@전번#이에요,0
연락 가능한 전화번호와 성함이 어떻게 되십니까,0
제 전화번호는 #@전번# 이고요,0
그럼 전화번호와 성함 확인 부탁 드리겠습니다,0
제 전화번호는 #@전번# 이에요,0
고객님 전화번호가 어떻게 되세요,0
여기 #@소속# 전화번호는 #@전번#이에요,0
네 부재 중일 때를 대비한 다른 번호가 있으신가요,0
코드 번호를 불러드리면 되나요,0
고객님 전화번호나 성함은 어떻게 되십니까,0
제 전화번호는 #@전번# 이에요,0
네 그냥  모델 번호를 불러드릴까요  #@상품#,0
그럼 통화 가능한 전화번호부터 좀 여쭤볼게요,0
네 전화번호가 #@전번#이요,0
고객님 연락 가능한 전화번호 있으십니까,0
그럼 두 개 다 기사가 가서 점검을 좀 해드려 볼까요 전화번호 몇 번이세요,0
예 저 전화번호가 #@전번#,0
네 그럼 저희 기사랑 연락 가능한 번호가 어떻게 되십니까,0
네 확인해 보겠습니다 전화번호 어떻게 되십니까 고객님,0
연락 되는 전화번호가 #@전번#입니다,0
네 고객님 연락 드릴 전화번호 어떻게 되셔요,0
죄송하지만 고객님 에이에스 받은 휴대폰 번호 좀 불러 주시겠어요,0
네 전화번호가 #@전번#이에요,0
고객님 통화 가능한 전화번호가 어떻게 되십니까,0
네 이 번호 하면 되는데 #@전번#,0
전화번호가 어떻게 되십니까,0
예 연락 가능한 핸드폰 번호 어떻게 되십니까,0
연락 가능한 번호가 #@전번#입니다,0
네 연락 가능하신 전화번호 몇 번이세요,0
네 전화번호가 #@전번#이요,0
그럼 이 번호로 저희 방문 기사님이 연락드릴 수 있도록 전달해 드리겠습니다,0
고객님 연락 가능하신 전화번호가 몇 번이십니까,0
계속 연락 가능한 번호가 아마 #@전번#입니다,0
예 알겠습니다 고객님 혹시 연락 받으실 전화번호가 어떻게 되십니까,0
그럼 이 번호로 방문 기사님이 연락 드리도록 전달하겠습니다,0
전화번호가 어떻게 되십니까,0
네 전화번호가 #@전번#이요,0
성함과 주소 전화번호 제공에 동의하시겠습니까,0
그러세요 고객님 번호로 보니까 #@이름#으로 확인됩니다,0
도움을 좀 드릴 건데요 전화번호가 몇 번이십니까,0
네 번호가요 #@전번#입니다,0
네 이 번호로 연락하시면 됩니다,0
네 그럼 전화번호와 성함 주소 확인 부탁 드리겠습니다,0
예 일단 고객님 연락 가능하신 전화번호 어떻게 되세요,0
